Word,Correct
ladn,0
lad,0
ladn,0
language,1
alnguage,0
alnguage,0
lnaguage,0
lnguage,0
lnaguage,0
lagnuage,0
laguage,0
lagnuage,0
lanugage,0
lanuage,0
lanugage,0
langauge,0
langage,0
langauge,0
langugae,0
languge,0
langugae,0
languaeg,0
languae,0
languaeg,0
large,1
alrge,0
alrge,0
lrage,0
lrge,0
lrage,0
lagre,0
lage,0
lagre,0
lareg,0
lare,0
lareg,0
last,1
alst,0
alst,0
lsat,0
lst,0
lsat,0
lats,0
lat,0
lats,0
late,1
alte,0
alte,0
ltae,0
lte,0
ltae,0
laet,0
lae,0
laet,0
later,1
alter,0
alter,0
ltaer,0
lter,0
ltaer,0
laetr,0
laer,0
laetr,0
latre,0
latr,0
latre,0
laugh,1
alugh,0
alugh,0
luagh,0
lugh,0
luagh,0
laguh,0
lagh,0
laguh,0
lauhg,0
lauh,0
lauhg,0
law,1
alw,0
alw,0
lwa,0
lw,0
lwa,0
lawyer,1
alwyer,0
alwyer,0
lwayer,0
lwyer,0
lwayer,0
laywer,0
layer,0
laywer,0
laweyr,0
lawer,0
laweyr,0
lawyre,0
lawyr,0
lawyre,0
lay,1
aly,0
aly,0
lya,0
ly,0
lya,0
lead,1
elad,0
elad,0
laed,0
lad,0
laed,0
leda,0
led,0
leda,0
leader,1
elader,0
elader,0
laeder,0
lader,0
laeder,0
ledaer,0
leder,0
ledaer,0
leaedr,0
leaer,0
leaedr,0
leadre,0
leadr,0
leadre,0
machine,1
amchine,0
amchine,0
mcahine,0
mchine,0
mcahine,0
mahcine,0
mahine,0
mahcine,0
macihne,0
macine,0
macihne,0
machnie,0
machne,0
machnie,0
machien,0
machie,0
machien,0
magazine,1
amgazine,0
amgazine,0
mgaazine,0
mgazine,0
mgaazine,0
maagzine,0
maazine,0
maagzine,0
magzaine,0
magzine,0
magzaine,0
magaizne,0
magaine,0
magaizne,0
magaznie,0
magazne,0
magaznie,0
magazien,0
magazie,0
magazien,0
main,1
amin,0
amin,0
mian,0
min,0
mian,0
mani,0
man,0
mani,0
maintain,1
amintain,0
amintain,0
miantain,0
mintain,0
miantain,0
manitain,0
mantain,0
manitain,0
maitnain,0
maitain,0
maitnain,0
mainatin,0
mainain,0
mainatin,0
maintian,0
maintin,0
maintian,0
maintani,0
maintan,0
maintani,0
major,1
amjor,0
amjor,0
mjaor,0
mjor,0
mjaor,0
maojr,0
maor,0
maojr,0
majro,0
majr,0
majro,0
majority,1
amjority,0
amjority,0
mjaority,0
mjority,0
mjaority,0
maojrity,0
maority,0
maojrity,0
majroity,0
majrity,0
majroity,0
majoirty,0
majoity,0
majoirty,0
majortiy,0
majorty,0
majortiy,0
majoriyt,0
majoriy,0
majoriyt,0
make,1
amke,0
amke,0
mkae,0
mke,0
mkae,0
maek,0
mae,0
maek,0
man,1
amn,0
amn,0
mna,0
mn,0
mna,0
manage,1
amnage,0
amnage,0
mnaage,0
mnage,0
mnaage,0
maange,0
maage,0
maange,0
mangae,0
mange,0
mangae,0
manaeg,0
manae,0
manaeg,0
management,1
amnagement,0
amnagement,0
mnaagement,0
mnagement,0
mnaagement,0
maangement,0
maagement,0
maangement,0
mangaement,0
mangement,0
mangaement,0
manaegment,0
manaement,0
manaegment,0
managmeent,0
managment,0
managmeent,0
manageemnt,0
manageent,0
manageemnt,0
managemnet,0
managemnt,0
managemnet,0
managemetn,0
managemet,0
managemetn,0
manager,1
amnager,0
amnager,0
mnaager,0
mnager,0
mnaager,0
maanger,0
maager,0
maanger,0
mangaer,0
manger,0
mangaer,0
manaegr,0
manaer,0
manaegr,0
managre,0
managr,0
managre,0
national,1
antional,0
antional,0
ntaional,0
ntional,0
ntaional,0
naitonal,0
naional,0
naitonal,0
natoinal,0
natonal,0
natoinal,0
natinoal,0
natinal,0
natinoal,0
natioanl,0
natioal,0
natioanl,0
nationla,0
nationl,0
nationla,0
natural,1
antural,0
antural,0
ntaural,0
ntural,0
ntaural,0
nautral,0
naural,0
nautral,0
natrual,0
natral,0
natrual,0
natuarl,0
natual,0
natuarl,0
naturla,0
naturl,0
naturla,0
nature,1
anture,0
anture,0
ntaure,0
nture,0
ntaure,0
nautre,0
naure,0
nautre,0
natrue,0
natre,0
natrue,0
natuer,0
natue,0
natuer,0
near,1
enar,0
enar,0
naer,0
nar,0
naer,0
nera,0
ner,0
nera,0
nearly,1
enarly,0
enarly,0
naerly,0
narly,0
naerly,0
neraly,0
nerly,0
neraly,0
nealry,0
nealy,0
nealry,0
nearyl,0
neary,0
nearyl,0
necessary,1
encessary,0
encessary,0
nceessary,0
ncessary,0
nceessary,0
neecssary,0
neessary,0
neecssary,0
necsesary,0
necssary,0
necsesary,0
necessary,0
necesary,0
necessary,0
necesasry,0
necesary,0
necesasry,0
necessray,0
necessry,0
necessray,0
necessayr,0
necessay,0
necessayr,0
need,1
ened,0
ened,0
need,0
ned,0
need,0
nede,0
ned,0
nede,0
network,1
entwork,0
entwork,0
ntework,0
ntwork,0
ntework,0
newtork,0
nework,0
newtork,0
netowrk,0
netork,0
netowrk,0
netwrok,0
netwrk,0
netwrok,0
netwokr,0
netwok,0
netwokr,0
never,1
enver,0
enver,0
nveer,0
nver,0
nveer,0
neevr,0
neer,0
neevr,0
nevre,0
nevr,0
nevre,0
new,1
enw,0
enw,0
nwe,0
nw,0
nwe,0
news,1
enws,0
enws,0
nwes,0
nws,0
nwes,0
nesw,0
nes,0
nesw,0
once,1
noce,0
noce,0
ocne,0
oce,0
ocne,0
onec,0
one,0
onec,0
one,1
noe,0
noe,0
oen,0
oe,0
oen,0
only,1
noly,0
noly,0
olny,0
oly,0
olny,0
onyl,0
ony,0
onyl,0
onto,1
noto,0
noto,0
otno,0
oto,0
otno,0
onot,0
ono,0
onot,0
open,1
poen,0
poen,0
oepn,0
oen,0
oepn,0
opne,0
opn,0
opne,0
operation,1
poeration,0
poeration,0
oepration,0
oeration,0
oepration,0
opreation,0
opration,0
opreation,0
opeartion,0
opeation,0
opeartion,0
opertaion,0
opertion,0
opertaion,0
operaiton,0
operaion,0
operaiton,0
operatoin,0
operaton,0
operatoin,0
operatino,0
operatin,0
operatino,0
opportunity,1
poportunity,0
poportunity,0
opportunity,0
oportunity,0
opportunity,0
opoprtunity,0
oportunity,0
opoprtunity,0
opprotunity,0
opprtunity,0
opprotunity,0
oppotrunity,0
oppotunity,0
oppotrunity,0
opporutnity,0
opporunity,0
opporutnity,0
opportnuity,0
opportnity,0
opportnuity,0
opportuinty,0
opportuity,0
opportuinty,0
opportuntiy,0
opportunty,0
opportuntiy,0
opportuniyt,0
opportuniy,0
opportuniyt,0
option,1
potion,0
potion,0
otpion,0
otion,0
otpion,0
opiton,0
opion,0
opiton,0
optoin,0
opton,0
optoin,0
optino,0
optin,0
optino,0
or,1
ro,0
ro,0
order,1
roder,0
roder,0
odrer,0
oder,0
odrer,0
oredr,0
orer,0
oredr,0
ordre,0
ordr,0
ordre,0
organization,1
roganization,0
roganization,0
ogranization,0
oganization,0
ogranization,0
oragnization,0
oranization,0
oragnization,0
orgnaization,0
orgnization,0
orgnaization,0
orgainzation,0
orgaization,0
orgainzation,0
organziation,0
organzation,0
organziation,0
organiaztion,0
organiation,0
organiaztion,0
organiztaion,0
organiztion,0
organiztaion,0
organizaiton,0
organizaion,0
organizaiton,0
organizatoin,0
organizaton,0
organizatoin,0
organizatino,0
organizatin,0
organizatino,0
other,1
toher,0
toher,0
ohter,0
oher,0
ohter,0
otehr,0
oter,0
otehr,0
othre,0
othr,0
othre,0
participant,1
aprticipant,0
aprticipant,0
praticipant,0
prticipant,0
praticipant,0
patricipant,0
paticipant,0
patricipant,0
paritcipant,0
paricipant,0
paritcipant,0
partciipant,0
partcipant,0
partciipant,0
partiicpant,0
partiipant,0
partiicpant,0
particpiant,0
particpant,0
particpiant,0
particiapnt,0
particiant,0
particiapnt,0
participnat,0
participnt,0
participnat,0
participatn,0
participat,0
participatn,0
particular,1
aprticular,0
aprticular,0
praticular,0
prticular,0
praticular,0
patricular,0
paticular,0
patricular,0
paritcular,0
paricular,0
paritcular,0
partciular,0
partcular,0
partciular,0
partiuclar,0
partiular,0
partiuclar,0
particluar,0
particlar,0
particluar,0
particualr,0
particuar,0
particualr,0
particulra,0
particulr,0
particulra,0
particularly,1
aprticularly,0
aprticularly,0
praticularly,0
prticularly,0
praticularly,0
patricularly,0
paticularly,0
patricularly,0
paritcularly,0
paricularly,0
paritcularly,0
partciularly,0
partcularly,0
partciularly,0
partiuclarly,0
partiularly,0
partiuclarly,0
particluarly,0
particlarly,0
particluarly,0
particualrly,0
particuarly,0
particualrly,0
particulraly,0
particulrly,0
particulraly,0
particulalry,0
particulaly,0
particulalry,0
particularyl,0
particulary,0
particularyl,0
partner,1
aprtner,0
aprtner,0
pratner,0
prtner,0
pratner,0
patrner,0
patner,0
patrner,0
parnter,0
parner,0
parnter,0
partenr,0
parter,0
partenr,0
partnre,0
partnr,0
partnre,0
party,1
aprty,0
aprty,0
praty,0
prty,0
praty,0
patry,0
paty,0
patry,0
paryt,0
pary,0
paryt,0
pass,1
apss,0
apss,0
psas,0
pss,0
psas,0
pass,0
pas,0
pass,0
past,1
apst,0
apst,0
psat,0
pst,0
psat,0
pats,0
pat,0
pats,0
patient,1
aptient,0
aptient,0
ptaient,0
ptient,0
ptaient,0
paitent,0
paient,0
paitent,0
pateint,0
patent,0
pateint,0
patinet,0
patint,0
patinet,0
patietn,0
patiet,0
patietn,0
pattern,1
apttern,0
apttern,0
ptatern,0
pttern,0
ptatern,0
pattern,0
patern,0
pattern,0
patetrn,0
patern,0
patetrn,0
pattren,0
pattrn,0
pattren,0
pattenr,0
patten,0
pattenr,0
pay,1
apy,0
apy,0
pya,0
py,0
pya,0
peace,1
epace,0
epace,0
paece,0
pace,0
paece,0
pecae,0
pece,0
pecae,0
peaec,0
peae,0
peaec,0
people,1
epople,0
epople,0
poeple,0
pople,0
poeple,0
pepole,0
peple,0
pepole,0
peolpe,0
peole,0
peolpe,0
peopel,0
peope,0
peopel,0
quality,1
uqality,0
uqality,0
qaulity,0
qality,0
qaulity,0
qulaity,0
qulity,0
qulaity,0
quailty,0
quaity,0
quailty,0
qualtiy,0
qualty,0
qualtiy,0
qualiyt,0
qualiy,0
qualiyt,0
question,1
uqestion,0
uqestion,0
qeustion,0
qestion,0
qeustion,0
qusetion,0
qustion,0
qusetion,0
quetsion,0
quetion,0
quetsion,0
quesiton,0
quesion,0
quesiton,0
questoin,0
queston,0
questoin,0
questino,0
questin,0
questino,0
quickly,1
uqickly,0
uqickly,0
qiuckly,0
qickly,0
qiuckly,0
qucikly,0
quckly,0
qucikly,0
quikcly,0
quikly,0
quikcly,0
quiclky,0
quicly,0
quiclky,0
quickyl,0
quicky,0
quickyl,0
quite,1
uqite,0
uqite,0
qiute,0
qite,0
qiute,0
qutie,0
qute,0
qutie,0
quiet,0
quie,0
quiet,0
relationship,1
erlationship,0
erlationship,0
rleationship,0
rlationship,0
rleationship,0
realtionship,0
reationship,0
realtionship,0
reltaionship,0
reltionship,0
reltaionship,0
relaitonship,0
relaionship,0
relaitonship,0
relatoinship,0
relatonship,0
relatoinship,0
relatinoship,0
relatinship,0
relatinoship,0
relatiosnhip,0
relatioship,0
relatiosnhip,0
relationhsip,0
relationhip,0
relationhsip,0
relationsihp,0
relationsip,0
relationsihp,0
relationshpi,0
relationshp,0
relationshpi,0
religious,1
erligious,0
erligious,0
rleigious,0
rligious,0
rleigious,0
reilgious,0
reigious,0
reilgious,0
relgiious,0
relgious,0
relgiious,0
reliigous,0
reliious,0
reliigous,0
religoius,0
religous,0
religoius,0
religiuos,0
religius,0
religiuos,0
religiosu,0
religios,0
religiosu,0
remain,1
ermain,0
ermain,0
rmeain,0
rmain,0
rmeain,0
reamin,0
reain,0
reamin,0
remian,0
remin,0
remian,0
remani,0
reman,0
remani,0
remember,1
ermember,0
ermember,0
rmeember,0
rmember,0
rmeember,0
reemmber,0
reember,0
reemmber,0
remmeber,0
remmber,0
remmeber,0
remebmer,0
remeber,0
remebmer,0
rememebr,0
rememer,0
rememebr,0
remembre,0
remembr,0
remembre,0
remove,1
ermove,0
ermove,0
rmeove,0
rmove,0
rmeove,0
reomve,0
reove,0
reomve,0
remvoe,0
remve,0
remvoe,0
remoev,0
remoe,0
remoev,0
report,1
erport,0
erport,0
rpeort,0
rport,0
rpeort,0
reoprt,0
reort,0
reoprt,0
reprot,0
reprt,0
reprot,0
repotr,0
repot,0
repotr,0
represent,1
erpresent,0
erpresent,0
rperesent,0
rpresent,0
rperesent,0
rerpesent,0
reresent,0
rerpesent,0
repersent,0
repesent,0
repersent,0
reprseent,0
reprsent,0
reprseent,0
repreesnt,0
repreent,0
repreesnt,0
represnet,0
represnt,0
represnet,0
represetn,0
represet,0
represetn,0
Republican,1
eRpublican,0
eRpublican,0
Rpeublican,0
Rpublican,0
Rpeublican,0
Reupblican,0
Reublican,0
Reupblican,0
Repbulican,0
Repblican,0
Repbulican,0
Repulbican,0
Repulican,0
Repulbican,0
Repubilcan,0
Repubican,0
Repubilcan,0
Republcian,0
Republcan,0
Republcian,0
Republiacn,0
Republian,0
Republiacn,0
Republicna,0
Republicn,0
Republicna,0
require,1
erquire,0
erquire,0
rqeuire,0
rquire,0
rqeuire,0
reuqire,0
reuire,0
reuqire,0
reqiure,0
reqire,0
reqiure,0
requrie,0
requre,0
requrie,0
requier,0
requie,0
requier,0
research,1
ersearch,0
ersearch,0
rseearch,0
rsearch,0
rseearch,0
reesarch,0
reearch,0
reesarch,0
resaerch,0
resarch,0
resaerch,0
reserach,0
reserch,0
reserach,0
reseacrh,0
reseach,0
reseacrh,0
researhc,0
researh,0
researhc,0
resource,1
ersource,0
ersource,0
rseource,0
rsource,0
rseource,0
reosurce,0
reource,0
reosurce,0
resuorce,0
resurce,0
resuorce,0
resoruce,0
resorce,0
resoruce,0
resoucre,0
resouce,0
resoucre,0
resourec,0
resoure,0
resourec,0
respond,1
erspond,0
erspond,0
rsepond,0
rspond,0
rsepond,0
repsond,0
repond,0
repsond,0
resopnd,0
resond,0
resopnd,0
respnod,0
respnd,0
respnod,0
respodn,0
respod,0
respodn,0
social,1
oscial,0
oscial,0
scoial,0
scial,0
scoial,0
soical,0
soial,0
soical,0
socail,0
socal,0
socail,0
socila,0
socil,0
socila,0
society,1
osciety,0
osciety,0
scoiety,0
sciety,0
scoiety,0
soicety,0
soiety,0
soicety,0
soceity,0
socety,0
soceity,0
socitey,0
socity,0
socitey,0
socieyt,0
sociey,0
socieyt,0
soldier,1
osldier,0
osldier,0
slodier,0
sldier,0
slodier,0
sodlier,0
sodier,0
sodlier,0
solider,0
solier,0
solider,0
soldeir,0
solder,0
soldeir,0
soldire,0
soldir,0
soldire,0
some,1
osme,0
osme,0
smoe,0
sme,0
smoe,0
soem,0
soe,0
soem,0
somebody,1
osmebody,0
osmebody,0
smoebody,0
smebody,0
smoebody,0
soembody,0
soebody,0
soembody,0
sombeody,0
sombody,0
sombeody,0
someobdy,0
someody,0
someobdy,0
somebdoy,0
somebdy,0
somebdoy,0
someboyd,0
someboy,0
someboyd,0
someone,1
osmeone,0
osmeone,0
smoeone,0
smeone,0
smoeone,0
soemone,0
soeone,0
soemone,0
somoene,0
somone,0
somoene,0
somenoe,0
somene,0
somenoe,0
someoen,0
someoe,0
someoen,0
something,1
osmething,0
osmething,0
smoething,0
smething,0
smoething,0
soemthing,0
soething,0
soemthing,0
somtehing,0
somthing,0
somtehing,0
somehting,0
somehing,0
somehting,0
sometihng,0
someting,0
sometihng,0
somethnig,0
somethng,0
somethnig,0
somethign,0
somethig,0
somethign,0
sometimes,1
osmetimes,0
osmetimes,0
smoetimes,0
smetimes,0
smoetimes,0
soemtimes,0
soetimes,0
soemtimes,0
somteimes,0
somtimes,0
somteimes,0
someitmes,0
someimes,0
someitmes,0
sometmies,0
sometmes,0
sometmies,0
sometiems,0
someties,0
sometiems,0
sometimse,0
sometims,0
sometimse,0
son,1
osn,0
osn,0
sno,0
sn,0
sno,0
song,1
osng,0
osng,0
snog,0
sng,0
snog,0
sogn,0
sog,0
sogn,0
soon,1
oson,0
oson,0
soon,0
son,0
soon,0
sono,0
son,0
sono,0
sort,1
osrt,0
osrt,0
srot,0
srt,0
srot,0
sotr,0
sot,0
sotr,0
teacher,1
etacher,0
etacher,0
taecher,0
tacher,0
taecher,0
tecaher,0
techer,0
tecaher,0
teahcer,0
teaher,0
teahcer,0
teacehr,0
teacer,0
teacehr,0
teachre,0
teachr,0
teachre,0
team,1
etam,0
etam,0
taem,0
tam,0
taem,0
tema,0
tem,0
tema,0
technology,1
etchnology,0
etchnology,0
tcehnology,0
tchnology,0
tcehnology,0
tehcnology,0
tehnology,0
tehcnology,0
tecnhology,0
tecnology,0
tecnhology,0
techonlogy,0
techology,0
techonlogy,0
technloogy,0
technlogy,0
technloogy,0
technoolgy,0
technoogy,0
technoolgy,0
technolgoy,0
technolgy,0
technolgoy,0
technoloyg,0
technoloy,0
technoloyg,0
television,1
etlevision,0
etlevision,0
tleevision,0
tlevision,0
tleevision,0
teelvision,0
teevision,0
teelvision,0
telveision,0
telvision,0
telveision,0
teleivsion,0
teleision,0
teleivsion,0
televsiion,0
televsion,0
televsiion,0
televiison,0
televiion,0
televiison,0
televisoin,0
televison,0
televisoin,0
televisino,0
televisin,0
televisino,0
tell,1
etll,0
etll,0
tlel,0
tll,0
tlel,0
tell,0
tel,0
tell,0
ten,1
etn,0
etn,0
tne,0
tn,0
tne,0
tend,1
etnd,0
etnd,0
tned,0
tnd,0
tned,0
tedn,0
ted,0
tedn,0
term,1
etrm,0
etrm,0
trem,0
trm,0
trem,0
temr,0
tem,0
temr,0
traditional,1
rtaditional,0
rtaditional,0
tarditional,0
taditional,0
tarditional,0
trdaitional,0
trditional,0
trdaitional,0
traidtional,0
traitional,0
traidtional,0
tradtiional,0
tradtional,0
tradtiional,0
tradiitonal,0
tradiional,0
tradiitonal,0
traditoinal,0
traditonal,0
traditoinal,0
traditinoal,0
traditinal,0
traditinoal,0
traditioanl,0
traditioal,0
traditioanl,0
traditionla,0
traditionl,0
traditionla,0
training,1
rtaining,0
rtaining,0
tarining,0
taining,0
tarining,0
trianing,0
trining,0
trianing,0
traniing,0
traning,0
traniing,0
traiinng,0
traiing,0
traiinng,0
trainnig,0
trainng,0
trainnig,0
trainign,0
trainig,0
trainign,0
travel,1
rtavel,0
rtavel,0
tarvel,0
tavel,0
tarvel,0
trvael,0
trvel,0
trvael,0
traevl,0
trael,0
traevl,0
travle,0
travl,0
travle,0
treat,1
rteat,0
rteat,0
terat,0
teat,0
terat,0
traet,0
trat,0
traet,0
treta,0
tret,0
treta,0
treatment,1
rteatment,0
rteatment,0
teratment,0
teatment,0
teratment,0
traetment,0
tratment,0
traetment,0
tretament,0
tretment,0
tretament,0
treamtent,0
treament,0
treamtent,0
treatemnt,0
treatent,0
treatemnt,0
treatmnet,0
treatmnt,0
treatmnet,0
treatmetn,0
treatmet,0
treatmetn,0
under,1
nuder,0
nuder,0
udner,0
uder,0
udner,0
unedr,0
uner,0
unedr,0
undre,0
undr,0
undre,0
understand,1
nuderstand,0
nuderstand,0
udnerstand,0
uderstand,0
udnerstand,0
unedrstand,0
unerstand,0
unedrstand,0
undrestand,0
undrstand,0
undrestand,0
undesrtand,0
undestand,0
undesrtand,0
undertsand,0
undertand,0
undertsand,0
undersatnd,0
undersand,0
undersatnd,0
understnad,0
understnd,0
understnad,0
understadn,0
understad,0
understadn,0
unit,1
nuit,0
nuit,0
uint,0
uit,0
uint,0
unti,0
unt,0
unti,0
until,1
nutil,0
nutil,0
utnil,0
util,0
utnil,0
unitl,0
unil,0
unitl,0
untli,0
untl,0
untli,0
upward,1
puward,0
puward,0
uwpard,0
uward,0
uwpard,0
upawrd,0
upard,0
upawrd,0
upwrad,0
upwrd,0
upwrad,0
upwadr,0
upwad,0
upwadr,0
upon,1
puon,0
puon,0
uopn,0
uon,0
uopn,0
upno,0
upn,0
upno,0
umbrella,1
mubrella,0
mubrella,0
ubmrella,0
ubrella,0
ubmrella,0
umrbella,0
umrella,0
umrbella,0
umberlla,0
umbella,0
umberlla,0
umbrlela,0
umbrlla,0
umbrlela,0
umbrella,0
umbrela,0
umbrella,0
umbrelal,0
umbrela,0
umbrelal,0
value,1
avlue,0
avlue,0
vlaue,0
vlue,0
vlaue,0
vaule,0
vaue,0
vaule,0
valeu,0
vale,0
valeu,0
various,1
avrious,0
avrious,0
vraious,0
vrious,0
vraious,0
vairous,0
vaious,0
vairous,0
varoius,0
varous,0
varoius,0
variuos,0
varius,0
variuos,0
variosu,0
varios,0
variosu,0
very,1
evry,0
evry,0
vrey,0
vry,0
vrey,0
veyr,0
vey,0
veyr,0
victim,1
ivctim,0
ivctim,0
vcitim,0
vctim,0
vcitim,0
vitcim,0
vitim,0
vitcim,0
vicitm,0
vicim,0
vicitm,0
victmi,0
victm,0
victmi,0
view,1
ivew,0
ivew,0
veiw,0
vew,0
veiw,0
viwe,0
viw,0
viwe,0
violence,1
ivolence,0
ivolence,0
voilence,0
volence,0
voilence,0
viloence,0
vilence,0
viloence,0
vioelnce,0
vioence,0
vioelnce,0
violnece,0
violnce,0
violnece,0
violecne,0
violece,0
violecne,0
violenec,0
violene,0
violenec,0
visit,1
ivsit,0
ivsit,0
vsiit,0
vsit,0
vsiit,0
viist,0
viit,0
viist,0
visti,0
vist,0
visti,0
voice,1
ovice,0
ovice,0
vioce,0
vice,0
vioce,0
vocie,0
voce,0
vocie,0
voiec,0
voie,0
voiec,0
western,1
ewstern,0
ewstern,0
wsetern,0
wstern,0
wsetern,0
wetsern,0
wetern,0
wetsern,0
wesetrn,0
wesern,0
wesetrn,0
westren,0
westrn,0
westren,0
westenr,0
westen,0
westenr,0
what,1
hwat,0
hwat,0
waht,0
wat,0
waht,0
whta,0
wht,0
whta,0
whatever,1
hwatever,0
hwatever,0
wahtever,0
watever,0
wahtever,0
whtaever,0
whtever,0
whtaever,0
whaetver,0
whaever,0
whaetver,0
whatveer,0
whatver,0
whatveer,0
whateevr,0
whateer,0
whateevr,0
whatevre,0
whatevr,0
whatevre,0
when,1
hwen,0
hwen,0
wehn,0
wen,0
wehn,0
whne,0
whn,0
whne,0
where,1
hwere,0
hwere,0
wehre,0
were,0
wehre,0
whree,0
whre,0
whree,0
wheer,0
whee,0
wheer,0
whether,1
hwether,0
hwether,0
wehther,0
wether,0
wehther,0
whteher,0
whther,0
whteher,0
whehter,0
wheher,0
whehter,0
whetehr,0
wheter,0
whetehr,0
whethre,0
whethr,0
whethre,0
which,1
hwich,0
hwich,0
wihch,0
wich,0
wihch,0
whcih,0
whch,0
whcih,0
whihc,0
whih,0
whihc,0
while,1
hwile,0
hwile,0
wihle,0
wile,0
wihle,0
whlie,0
whle,0
whlie,0
whiel,0
whie,0
whiel,0
yard,1
ayrd,0
ayrd,0
yrad,0
yrd,0
yrad,0
yadr,0
yad,0
yadr,0
yeah,1
eyah,0
eyah,0
yaeh,0
yah,0
yaeh,0
yeha,0
yeh,0
yeha,0
year,1
eyar,0
eyar,0
yaer,0
yar,0
yaer,0
yera,0
yer,0
yera,0
yes,1
eys,0
eys,0
yse,0
ys,0
yse,0
yet,1
eyt,0
eyt,0
yte,0
yt,0
yte,0
youth,1
oyuth,0
oyuth,0
yuoth,0
yuth,0
yuoth,0
yotuh,0
yoth,0
yotuh,0
youht,0
youh,0
youht,0
young,1
oyung,0
oyung,0
yuong,0
yung,0
yuong,0
yonug,0
yong,0
yonug,0
yougn,0
youg,0
yougn,0
your,1
oyur,0
oyur,0
yuor,0
yur,0
yuor,0
yoru,0
yor,0
yoru,0
yourself,1
oyurself,0
oyurself,0
yuorself,0
yurself,0
yuorself,0
yoruself,0
yorself,0
yoruself,0
yousrelf,0
youself,0
yousrelf,0
youreslf,0
yourelf,0
youreslf,0
yourslef,0
yourslf,0
yourslef,0
yoursefl,0
yoursef,0
yoursefl,0
